ID,Sales
T1194914,77108.54
T1194915,34199.41
T1194916,43641.56
T1194917,32290.07
T1194918,71392.805
T1194919,29512.42
T1194920,59587.473
T1194921,39369.555
T1194922,46606.3
T1194923,23594.068
T1194924,45598.113
T1194925,23919.682
T1194926,40010.223
T1194927,28268.635
T1194928,59548.137
T1194929,34672.223
T1194930,70838.86
T1194931,59307.945
T1194932,45244.62
T1194933,70054.92
T1194934,60663.98
T1194935,45585.438
T1194936,33981.926
T1194937,47227.707
T1194938,59559.62
T1194939,59118.8
T1194940,32618.84
T1194941,43332.098
T1194942,51910.836
T1194943,59843.45
T1194944,43455.457
T1194945,28135.557
T1194946,37083.723
T1194947,47264.125
T1194948,43767.504
T1194949,33862.83
T1194950,54335.586
T1194951,43088.16
T1194952,34608.004
T1194953,43774.918
T1194954,36231.746
T1194955,43595.395
T1194956,43637.09
T1194957,28729.84
T1194958,45820.617
T1194959,41030.047
T1194960,28142.543
T1194961,55783.992
T1194962,27260.014
T1194963,28029.51
T1194964,31777.209
T1194965,46569.387
T1194966,40704.992
T1194967,45255.875
T1194968,20434.174
T1194969,32253.78
T1194970,33283.188
T1194971,22839.162
T1194972,42436.055
T1194973,25312.514
T1194974,54898.293
T1194975,39879.34
T1194976,58601.723
T1194977,40002.008
T1194978,57834.137
T1194979,59613.883
T1194980,55644.035
T1194981,40645.66
T1194982,29806.365
T1194983,58968.555
T1194984,70358.75
T1194985,58788.73
T1194986,34288.613
T1194987,51062.75
T1194988,59723.523
T1194989,77827.52
T1194990,44596.81
T1194991,60886.66
T1194992,29450.734
T1194993,25597.53
T1194994,44370.938
T1194995,36444.285
T1194996,59279.773
T1194997,44817.223
T1194998,34149.92
T1194999,28792.924
T1195000,34298.594
T1195001,60145.24
T1195002,25681.799
T1195003,40727.355
T1195004,34274.26
T1195005,45547.977
T1195006,34361.297
T1195007,34797.93
T1195008,34614.152
T1195009,43644.88
T1195010,43299.66
T1195011,25624.225
T1195012,34274.703
T1195013,29249.988
T1195014,45811.68
T1195015,59589.848
T1195016,33622.633
T1195017,54379.98
T1195018,31638.266
T1195019,36818.12
T1195020,17773.043
T1195021,34803.387
T1195022,44280.28
T1195023,55630.836
T1195024,40149.52
T1195025,61450.516
T1195026,33702.082
T1195027,20480.621
T1195028,35931.09
T1195029,32968.168
T1195030,28168.473
T1195031,59430.254
T1195032,39408.547
T1195033,43680.242
T1195034,34335.668
T1195035,58159.383
T1195036,30716.133
T1195037,27867.748
T1195038,45380.883
T1195039,59531.715
T1195040,32627.408
T1195041,40934.348
T1195042,34689.027
T1195043,29120.094
T1195044,34337.55
T1195045,40640.867
T1195046,40517.37
T1195047,43837.06
T1195048,28254.643
T1195049,44238.51
T1195050,32514.873
T1195051,43337.086
T1195052,60494.76
T1195053,21957.623
T1195054,34606.633
T1195055,39647.402
T1195056,45437.91
T1195057,45865.273
T1195058,46862.453
T1195059,76330.49
T1195060,62094.08
T1195061,29196.795
T1195062,34343.195
T1195063,58635.863
T1195064,69844.85
T1195065,40512.613
T1195066,45052.426
T1195067,38839.26
T1195068,29031.53
T1195069,36569.52
T1195070,21519.594
T1195071,77140.58
T1195072,27116.598
T1195073,31574.432
T1195074,55470.88
T1195075,59233.094
T1195076,77658.3
T1195077,77260.51
T1195078,34274.805
T1195079,37470.508
T1195080,69588.09
T1195081,34028.72
T1195082,23152.129
T1195083,24373.701
T1195084,35371.285
T1195085,34274.582
T1195086,53095.113
T1195087,54508.79
T1195088,34101.48
T1195089,45668.816
T1195090,42867.69
T1195091,28010.092
T1195092,44513.484
T1195093,59638.348
T1195094,45353.766
T1195095,50654.438
T1195096,34075.508
T1195097,34333.785
T1195098,36557.633
T1195099,76937.36
T1195100,54397.29
T1195101,59100.38
T1195102,55621.312
T1195103,34216.68
T1195104,70489.875
T1195105,26272.182
T1195106,53115.14
T1195107,77181.46
T1195108,40052.023
T1195109,39013.516
T1195110,34219.367
T1195111,43382.613
T1195112,26605.326
T1195113,54197.676
T1195114,59578.168
T1195115,59419.82
T1195116,34298.047
T1195117,47160.39
T1195118,59817.88
T1195119,61134.035
T1195120,27455.475
T1195121,35741.414
T1195122,30193.408
T1195123,51250.035
T1195124,34324.168
T1195125,40455.953
T1195126,57323.227
T1195127,59592.594
T1195128,29972.479
T1195129,43269.715
T1195130,34798.348
T1195131,34274.65
T1195132,36433.18
T1195133,70530.47
T1195134,40678.145
T1195135,35262.297
T1195136,68989.01
T1195137,57840.383
T1195138,54924.81
T1195139,34176.95
T1195140,59270.05
T1195141,68835.64
T1195142,38225.918
T1195143,34798.48
T1195144,59691.04
T1195145,29509.916
T1195146,46913.562
T1195147,34797.99
T1195148,29565.66
T1195149,45121.85
T1195150,33757.3
T1195151,47272.586
T1195152,55634.62
T1195153,58657.105
T1195154,30251.951
T1195155,55825.793
T1195156,27321.158
T1195157,60170.613
T1195158,26362.395
T1195159,38299.082
T1195160,76595.016
T1195161,26367.783
T1195162,47511.94
T1195163,71062.94
T1195164,57498.72
T1195165,25380.387
T1195166,36427.297
T1195167,37613.805
T1195168,45706.43
T1195169,47025.758
T1195170,44074.08
T1195171,43118.66
T1195172,29527.82
T1195173,53659.39
T1195174,45457.06
T1195175,61783.773
T1195176,40508.836
T1195177,59672.434
T1195178,59299.46
T1195179,34239.33
T1195180,43277.215
T1195181,50934.82
T1195182,70121.11
T1195183,60739.19
T1195184,42922.113
T1195185,23342.348
T1195186,28509.035
T1195187,37444.832
T1195188,29401.463
T1195189,25462.451
T1195190,54879.86
T1195191,51189.164
T1195192,55662.742
T1195193,29824.191
T1195194,71070.73
T1195195,26600.123
T1195196,26513.174
T1195197,56436.01
T1195198,23465.094
T1195199,29472.412
T1195200,27925.586
T1195201,43559.332
T1195202,34045.727
T1195203,77808.73
T1195204,31338.09
T1195205,47063.156
T1195206,43576.832
T1195207,47377.31
T1195208,43601.273
T1195209,55712.19
T1195210,43657.797
T1195211,61430.754
T1195212,55230.473
T1195213,25537.791
T1195214,45659.848
T1195215,30184.715
T1195216,34274.68
T1195217,52938.855
T1195218,43264.727
T1195219,43140.13
T1195220,20098.8
T1195221,58657.336
T1195222,39821.26
T1195223,44668.574
T1195224,43861.91
T1195225,34798.12
T1195226,70456.87
T1195227,76360.95
T1195228,34501.664
T1195229,35486.098
T1195230,33858.574
T1195231,69175.73
T1195232,44579.023
T1195233,20707.865
T1195234,47010.8
T1195235,44671.25
T1195236,44261.023
T1195237,60720.387
T1195238,29594.535
T1195239,70016.03
T1195240,35234.25
T1195241,45408.543
T1195242,61453.676
T1195243,46667.84
T1195244,36263.117
T1195245,31769.12
T1195246,70666.75
T1195247,28345.19
T1195248,59080.47
T1195249,77771.11
T1195250,53944.523
T1195251,40223.926
T1195252,53131.316
T1195253,59365.82
T1195254,34274.95
T1195255,77508.54
T1195256,56590.082
T1195257,60828.79
T1195258,34274.83
T1195259,28208.715
T1195260,25315.326
T1195261,32901.97
T1195262,58375.08
T1195263,33667.35
T1195264,40442.23
T1195265,26947.322
T1195266,32406.82
T1195267,34979.766
T1195268,37951.176
T1195269,25211.094
T1195270,45277.05
T1195271,33743.492
T1195272,35234.004
T1195273,43952.082
T1195274,59676.574
T1195275,35617.004
T1195276,29733.086
T1195277,45954.938
T1195278,40795.76
T1195279,33906.492
T1195280,43249.35
T1195281,28477.918
T1195282,57637.39
T1195283,45686.1
T1195284,55960.883
T1195285,44809.914
T1195286,33764.19
T1195287,58789.953
T1195288,36724.273
T1195289,34829.76
T1195290,53625.89
T1195291,31740.64
T1195292,27077.152
T1195293,48312.586
T1195294,58775.348
T1195295,33892.688
T1195296,47395.418
T1195297,77245.875
T1195298,57977.73
T1195299,77941.555
T1195300,21673.688
T1195301,46805.953
T1195302,34431.523
T1195303,29677.387
T1195304,77903.96
T1195305,32769.684
T1195306,24100.096
T1195307,54528.684
T1195308,59105.895
T1195309,47295.004
T1195310,20871.188
T1195311,70813.32
T1195312,53287.277
T1195313,45946.0
T1195314,59417.11
T1195315,55761.797
T1195316,77393.625
T1195317,61266.88
T1195318,40783.117
T1195319,59710.617
T1195320,55847.28
T1195321,53226.508
T1195322,54511.375
T1195323,45794.168
T1195324,32807.84
T1195325,59724.125
T1195326,28438.463
T1195327,60273.45
T1195328,44755.33
T1195329,33851.273
T1195330,59232.82
T1195331,77314.586
T1195332,34375.43
T1195333,53242.734
T1195334,54329.062
T1195335,26756.865
T1195336,34454.92
T1195337,27620.03
T1195338,59950.723
T1195339,61915.4
T1195340,29543.287
T1195341,51086.18
T1195342,77358.195
T1195343,47407.2
T1195344,55007.43
T1195345,70784.89
T1195346,26748.135
T1195347,51380.73
T1195348,26666.775
T1195349,47048.176
T1195350,55062.836
T1195351,25685.129
T1195352,43402.15
T1195353,33813.4
T1195354,36429.992
T1195355,58507.92
T1195356,35386.246
T1195357,25468.023
T1195358,53258.91
T1195359,31922.555
T1195360,34954.863
T1195361,53070.246
T1195362,57461.895
T1195363,43407.137
T1195364,59813.914
T1195365,35377.293
T1195366,23633.629
T1195367,69126.34
T1195368,59405.145
T1195369,43812.098
T1195370,55773.285
T1195371,27485.71
T1195372,27396.537
T1195373,25752.713
T1195374,70491.86
T1195375,40159.82
T1195376,47145.41
T1195377,44988.633
T1195378,70975.49
T1195379,60796.83
T1195380,32778.25
T1195381,47004.273
T1195382,44645.117
T1195383,45210.934
T1195384,44365.4
T1195385,29291.56
T1195386,43437.08
T1195387,34822.65
T1195388,61022.457
T1195389,34431.824
T1195390,30394.13
T1195391,77448.13
T1195392,60853.227
T1195393,38455.195
T1195394,25533.99
T1195395,71200.28
T1195396,47160.375
T1195397,25604.627
T1195398,44200.97
T1195399,26494.47
T1195400,60872.035
T1195401,71204.29
T1195402,40646.832
T1195403,55756.402
T1195404,43516.55
T1195405,77330.93
T1195406,59723.277
T1195407,30360.885
T1195408,45806.4
T1195409,31504.297
T1195410,61566.547
T1195411,47197.77
T1195412,47511.918
T1195413,20263.387
T1195414,54643.887
T1195415,34256.434
T1195416,59770.344
T1195417,68962.95
T1195418,77273.7
T1195419,43474.508
T1195420,77283.49
T1195421,39774.31
T1195422,29318.635
T1195423,76467.836
T1195424,71525.92
T1195425,40667.51
T1195426,36736.16
T1195427,29202.996
T1195428,28292.432
T1195429,57967.676
T1195430,39508.215
T1195431,34431.457
T1195432,43779.56
T1195433,37617.605
T1195434,77385.445
T1195435,33122.824
T1195436,43807.13
T1195437,30858.309
T1195438,77262.8
T1195439,39547.215
T1195440,34954.812
T1195441,40655.38
T1195442,34455.46
T1195443,35135.09
T1195444,34747.77
T1195445,29421.455
T1195446,25779.406
T1195447,34431.133
T1195448,17945.375
T1195449,44416.07
T1195450,36970.645
T1195451,77791.14
T1195452,35524.51
T1195453,59738.38
T1195454,43582.348
T1195455,45382.74
T1195456,31935.355
T1195457,20592.064
T1195458,54082.52
T1195459,38093.0
T1195460,44078.977
T1195461,32560.229
T1195462,40859.88
T1195463,55369.2
T1195464,43270.816
T1195465,40584.055
T1195466,58794.68
T1195467,44710.656
T1195468,70589.98
T1195469,34954.996
T1195470,76493.78
T1195471,69313.08
T1195472,28090.145
T1195473,71106.914
T1195474,41156.938
T1195475,22408.836
T1195476,43905.61
T1195477,45722.855
T1195478,59246.39
T1195479,43469.52
T1195480,59679.766
T1195481,47362.324
T1195482,29679.893
T1195483,37250.97
T1195484,42577.87
T1195485,29610.406
T1195486,45714.87
T1195487,77663.46
T1195488,34430.84
T1195489,59720.555
T1195490,51205.906
T1195491,29622.201
T1195492,58921.57
T1195493,54472.223
T1195494,25465.217
T1195495,36398.63
T1195496,54374.49
T1195497,47998.098
T1195498,34461.582
T1195499,34140.68
T1195500,69873.266
T1195501,61586.523
T1195502,36604.2
T1195503,61585.246
T1195504,34017.33
T1195505,28009.93
T1195506,34469.61
T1195507,28670.703
T1195508,32443.48
T1195509,43760.152
T1195510,43733.395
T1195511,30352.188
T1195512,36064.715
T1195513,43411.164
T1195514,53790.777
T1195515,43218.848
T1195516,34431.555
T1195517,55601.832
T1195518,34955.22
T1195519,55025.88
T1195520,44524.527
T1195521,68969.19
T1195522,62232.754
T1195523,44387.918
T1195524,44964.09
T1195525,35353.703
T1195526,34356.785
T1195527,33424.746
T1195528,76794.61
T1195529,59750.52
T1195530,59860.16
T1195531,43731.13
T1195532,56574.68
T1195533,29931.537
T1195534,76732.37
T1195535,28302.418
T1195536,43009.508
T1195537,56728.746
T1195538,43701.16
T1195539,47841.023
T1195540,35750.625
T1195541,28334.746
T1195542,45999.594
T1195543,46362.93
T1195544,70253.555
T1195545,34467.73
T1195546,59805.28
T1195547,23510.88
T1195548,28952.01
T1195549,34477.14
T1195550,59443.742
T1195551,43992.598
T1195552,30140.553
T1195553,40365.754
T1195554,45564.805
T1195555,60276.63
T1195556,23320.662
T1195557,32664.064
T1195558,45269.82
T1195559,70626.51
T1195560,28410.814
T1195561,29948.816
T1195562,46707.496
T1195563,37710.973
T1195564,34234.26
T1195565,60964.59
T1195566,32403.39
T1195567,39169.633
T1195568,35890.24
T1195569,45636.41
T1195570,52062.2
T1195571,30127.096
T1195572,34660.414
T1195573,29704.205
T1195574,34021.582
T1195575,45414.63
T1195576,22126.156
T1195577,45564.027
T1195578,70192.266
T1195579,34336.824
T1195580,26425.783
T1195581,34376.75
T1195582,45393.457
T1195583,28162.24
T1195584,36593.09
T1195585,34955.355
T1195586,44204.27
T1195587,27268.143
T1195588,70153.37
T1195589,77960.37
T1195590,70799.86
T1195591,43967.746
T1195592,59562.242
T1195593,35639.324
T1195594,46744.418
T1195595,47646.55
T1195596,60300.93
T1195597,23007.7
T1195598,34431.574
T1195599,40164.242
T1195600,34314.37
T1195601,28324.027
T1195602,51373.523
T1195603,40190.69
T1195604,40017.336
T1195605,45833.33
T1195606,20634.715
T1195607,40610.844
T1195608,34431.68
T1195609,23753.352
T1195610,40288.184
T1195611,59557.156
T1195612,77641.664
T1195613,69725.44
T1195614,58296.727
T1195615,77074.7
T1195616,59721.477
T1195617,31773.482
T1195618,34766.754
T1195619,40882.246
T1195620,45594.625
T1195621,38351.74
T1195622,24542.238
T1195623,69982.195
T1195624,37755.63
T1195625,34303.12
T1195626,25364.697
T1195627,36587.21
T1195628,34520.05
T1195629,29666.365
T1195630,35132.01
T1195631,43755.574
T1195632,26521.385
T1195633,45507.773
T1195634,70667.12
T1195635,41071.266
T1195636,43903.293
T1195637,34187.47
T1195638,34431.703
T1195639,33056.625
T1195640,43780.67
T1195641,59694.496
T1195642,29744.645
T1195643,22294.691
T1195644,30295.17
T1195645,41212.223
T1195646,55892.758
T1195647,34588.45
T1195648,25934.592
T1195649,41037.15
T1195650,59478.082
T1195651,46414.758
T1195652,46133.918
T1195653,30528.357
T1195654,54609.246
T1195655,25687.594
T1195656,30129.172
T1195657,29526.344
T1195658,76605.17
T1195659,35099.9
T1195660,52113.53
T1195661,39901.215
T1195662,45960.215
T1195663,17977.51
T1195664,26716.814
T1195665,32854.67
T1195666,69100.3
T1195667,35112.098
T1195668,35112.23
T1195669,55732.8
T1195670,34514.168
T1195671,54778.973
T1195672,21727.53
T1195673,41587.848
T1195674,70803.76
T1195675,34588.332
T1195676,45719.496
T1195677,25605.932
T1195678,51609.543
T1195679,34611.78
T1195680,21827.781
T1195681,51387.793
T1195682,26475.26
T1195683,45115.523
T1195684,24280.512
T1195685,23802.166
T1195686,27419.688
T1195687,59853.97
T1195688,29130.545
T1195689,18117.707
T1195690,46657.566
T1195691,77406.805
T1195692,61100.383
T1195693,34587.957
T1195694,37657.29
T1195695,61268.113
T1195696,47975.633
T1195697,31906.85
T1195698,28552.99
T1195699,77416.33
T1195700,34611.902
T1195701,34588.695
T1195702,45923.74
T1195703,70984.46
T1195704,43151.34
T1195705,44551.863
T1195706,71659.03
T1195707,52569.254
T1195708,35111.58
T1195709,41283.83
T1195710,60065.84
T1195711,61158.254
T1195712,22577.37
T1195713,24393.566
T1195714,24710.771
T1195715,34534.13
T1195716,77796.57
T1195717,28254.7
T1195718,34346.223
T1195719,20427.977
T1195720,34588.492
T1195721,34925.508
T1195722,43842.98
T1195723,25617.92
T1195724,20749.957
T1195725,34759.727
T1195726,35111.684
T1195727,33566.31
T1195728,34411.387
T1195729,29793.666
T1195730,35138.37
T1195731,59887.156
T1195732,59996.81
T1195733,44036.293
T1195734,41208.19
T1195735,34956.27
T1195736,71244.26
T1195737,26542.18
T1195738,28450.229
T1195739,33075.55
T1195740,29463.027
T1195741,41623.082
T1195742,23627.1
T1195743,30322.09
T1195744,44032.906
T1195745,45585.418
T1195746,32713.637
T1195747,34588.55
T1195748,44492.293
T1195749,34588.01
T1195750,43195.727
T1195751,26832.545
T1195752,44205.863
T1195753,51516.688
T1195754,35111.867
T1195755,47143.645
T1195756,59891.223
T1195757,28505.512
T1195758,29592.924
T1195759,20788.807
T1195760,20533.49
T1195761,51757.387
T1195762,60929.67
T1195763,34587.72
T1195764,35091.39
T1195765,45520.855
T1195766,32553.006
T1195767,29748.406
T1195768,26139.184
T1195769,43917.56
T1195770,26236.451
T1195771,51790.984
T1195772,77581.26
T1195773,28477.06
T1195774,34474.242
T1195775,59811.4
T1195776,45552.215
T1195777,28460.78
T1195778,44165.086
T1195779,18057.623
T1195780,29111.092
T1195781,28449.305
T1195782,36764.113
T1195783,54608.863
T1195784,34987.31
T1195785,60408.027
T1195786,34588.8
T1195787,29374.463
T1195788,32813.258
T1195789,32929.09
T1195790,52213.562
T1195791,45860.277
T1195792,33959.45
T1195793,45110.953
T1195794,38768.14
T1195795,77518.555
T1195796,56867.426
T1195797,30056.701
T1195798,33586.32
T1195799,32912.797
T1195800,45831.625
T1195801,28449.629
T1195802,34611.883
T1195803,47646.527
T1195804,42719.69
T1195805,28152.105
T1195806,37852.793
T1195807,32596.893
T1195808,29847.363
T1195809,34755.367
T1195810,33116.96
T1195811,30519.658
T1195812,36198.336
T1195813,34000.465
T1195814,34393.008
T1195815,40317.633
T1195816,45763.3
T1195817,45879.668
T1195818,34611.086
T1195819,44776.746
T1195820,35111.457
T1195821,34678.8
T1195822,34612.043
T1195823,34974.71
T1195824,34611.938
T1195825,43893.113
T1195826,43545.11
T1195827,23872.834
T1195828,53757.28
T1195829,59365.27
T1195830,45732.207
T1195831,59857.887
T1195832,27650.266
T1195833,21034.51
T1195834,34176.082
T1195835,28832.37
T1195836,55982.37
T1195837,34299.43
T1195838,34055.684
T1195839,34588.43
T1195840,51280.504
T1195841,39778.477
T1195842,34516.36
T1195843,76869.71
T1195844,39824.805
T1195845,41533.035
T1195846,61380.92
T1195847,60986.074
T1195848,20752.268
T1195849,26900.516
T1195850,34456.324
T1195851,45691.7
T1195852,46501.06
T1195853,77383.21
T1195854,46450.145
T1195855,23679.416
T1195856,47526.715
T1195857,29842.752
T1195858,77491.31
T1195859,54513.215
T1195860,60104.83
T1195861,45754.68
T1195862,33871.848
T1195863,37864.387
T1195864,56037.17
T1195865,27784.582
T1195866,43942.53
T1195867,46845.62
T1195868,34180.332
T1195869,46306.027
T1195870,29547.588
T1195871,34599.004
T1195872,32813.223
T1195873,44123.29
T1195874,43709.242
T1195875,35884.246
T1195876,39325.75
T1195877,54660.08
T1195878,36789.89
T1195879,76931.95
T1195880,35111.562
T1195881,61004.875
T1195882,25672.365
T1195883,59243.24
T1195884,77464.05
T1195885,60409.25
T1195886,56001.664
T1195887,32080.697
T1195888,29844.86
T1195889,58434.062
T1195890,61437.332
T1195891,61418.527
T1195892,43650.496
T1195893,25880.041
T1195894,32920.523
T1195895,27851.74
T1195896,59860.758
T1195897,34495.094
T1195898,23912.639
T1195899,35111.734
T1195900,54642.76
T1195901,29804.914
T1195902,40784.836
T1195903,53418.668
T1195904,44039.086
T1195905,44635.504
T1195906,25462.236
T1195907,34451.785
T1195908,36753.0
T1195909,30072.348
T1195910,35473.15
T1195911,44151.535
T1195912,50928.24
T1195913,25832.463
T1195914,58922.793
T1195915,56005.066
T1195916,26580.264
T1195917,59843.06
T1195918,55200.863
T1195919,28450.154
T1195920,48132.71
T1195921,28307.385
T1195922,34588.4
T1195923,61399.727
T1195924,50990.355
T1195925,27206.979
T1195926,34588.582
T1195927,43380.035
T1195928,36747.12
T1195929,48516.78
T1195930,56095.977
T1195931,59951.258
T1195932,28192.727
T1195933,20975.69
T1195934,57776.06
T1195935,34678.105
T1195936,34870.605
T1195937,26908.412
T1195938,29868.643
T1195939,29871.63
T1195940,41176.418
T1195941,34534.184
T1195942,34612.16
T1195943,34819.164
T1195944,34949.676
T1195945,35250.09
T1195946,34524.05
T1195947,43871.395
T1195948,30073.79
T1195949,39646.88
T1195950,52233.066
T1195951,45634.67
T1195952,44098.434
T1195953,29774.04
T1195954,26674.986
T1195955,55135.008
T1195956,25518.299
T1195957,27533.064
T1195958,30257.785
T1195959,34611.793
T1195960,36890.92
T1195961,46464.105
T1195962,61719.973
T1195963,44948.582
T1195964,44340.066
T1195965,23007.145
T1195966,70921.52
T1195967,45824.223
T1195968,20836.4
T1195969,47496.938
T1195970,70010.6
T1195971,60083.566
T1195972,45029.34
T1195973,34601.676
T1195974,58914.824
T1195975,22679.26
T1195976,77447.695
T1195977,38453.074
T1195978,37702.2
T1195979,34556.52
T1195980,23489.2
T1195981,61719.367
T1195982,59874.168
T1195983,26820.549
T1195984,29685.107
T1195985,77395.91
T1195986,34603.56
T1195987,34559.703
T1195988,34494.207
T1195989,32958.676
T1195990,36902.805
T1195991,27049.215
T1195992,34881.39
T1195993,30308.633
T1195994,25907.896
T1195995,70949.945
T1195996,54460.46
T1195997,54580.44
T1195998,58903.453
T1195999,59938.12
T1196000,51109.426
T1196001,34041.88
T1196002,34612.34
T1196003,30536.307
T1196004,28622.283
T1196005,23176.234
T1196006,30240.424
T1196007,43784.445
T1196008,70940.4
T1196009,60202.48
T1196010,26063.076
T1196011,34768.656
T1196012,25759.535
T1196013,32770.832
T1196014,45943.906
T1196015,43893.906
T1196016,28444.805
T1196017,41303.312
T1196018,28419.25
T1196019,35004.227
T1196020,32966.633
T1196021,24552.854
T1196022,46556.582
T1196023,59831.84
T1196024,26708.94
T1196025,44174.88
T1196026,40922.832
T1196027,46792.184
T1196028,29634.492
T1196029,23807.514
T1196030,40954.332
T1196031,44163.598
T1196032,27229.63
T1196033,45156.23
T1196034,77580.81
T1196035,28016.299
T1196036,25858.25
T1196037,35268.453
T1196038,51920.54
T1196039,27713.248
T1196040,21139.014
T1196041,44619.184
T1196042,31757.938
T1196043,36925.934
T1196044,41345.105
T1196045,44762.4
T1196046,61137.72
T1196047,43538.973
T1196048,43767.508
T1196049,56132.63
T1196050,27669.594
T1196051,77597.16
T1196052,30490.166
T1196053,45242.418
T1196054,35268.332
T1196055,32396.805
T1196056,38001.805
T1196057,26303.738
T1196058,46440.64
T1196059,44908.37
T1196060,45689.797
T1196061,55262.59
T1196062,44253.98
T1196063,35258.652
T1196064,43836.133
T1196065,34609.523
T1196066,52730.85
T1196067,34105.504
T1196068,41288.414
T1196069,78508.09
T1196070,46232.863
T1196071,76872.29
T1196072,36924.027
T1196073,21280.113
T1196074,45892.8
T1196075,60009.965
T1196076,60070.957
T1196077,44229.12
T1196078,29715.256
T1196079,44035.14
T1196080,28614.27
T1196081,40808.156
T1196082,54744.34
T1196083,37594.02
T1196084,18229.955
T1196085,54651.945
T1196086,51830.44
T1196087,43712.926
T1196088,35269.105
T1196089,59995.418
T1196090,26387.994
T1196091,29981.299
T1196092,41339.12
T1196093,55066.625
T1196094,44031.113
T1196095,24041.367
T1196096,41748.773
T1196097,54745.504
T1196098,35250.145
T1196099,55504.637
T1196100,36956.53
T1196101,54591.85
T1196102,35271.992
T1196103,46454.582
T1196104,21881.623
T1196105,35268.438
T1196106,24071.92
T1196107,56136.027
T1196108,39785.55
T1196109,34736.418
T1196110,46022.625
T1196111,77007.04
T1196112,37994.617
T1196113,28695.164
T1196114,47332.363
T1196115,37794.707
T1196116,28607.025
T1196117,59995.234
T1196118,41192.035
T1196119,34551.758
T1196120,47631.55
T1196121,47781.15
T1196122,61236.176
T1196123,37381.45
T1196124,29268.545
T1196125,77651.68
T1196126,33735.51
T1196127,61118.91
T1196128,29668.162
T1196129,33066.207
T1196130,51423.676
T1196131,77549.164
T1196132,52276.68
T1196133,45997.695
T1196134,44319.473
T1196135,54711.402
T1196136,38591.074
T1196137,34679.01
T1196138,70147.95
T1196139,45087.246
T1196140,30425.863
T1196141,46602.1
T1196142,71058.16
T1196143,45962.34
T1196144,61854.69
T1196145,30010.178
T1196146,35576.188
T1196147,35104.63
T1196148,34769.03
T1196149,77529.016
T1196150,43517.297
T1196151,51251.246
T1196152,44498.152
T1196153,59042.926
T1196154,33109.52
T1196155,37839.617
T1196156,31409.05
T1196157,36315.06
T1196158,46639.168
T1196159,44242.113
T1196160,27059.959
T1196161,45818.586
T1196162,43679.05
T1196163,77520.55
T1196164,46588.14
T1196165,77896.984
T1196166,34744.39
T1196167,26974.643
T1196168,34690.145
T1196169,18149.84
T1196170,51772.703
T1196171,51550.957
T1196172,61400.95
T1196173,34768.773
T1196174,34744.824
T1196175,35987.16
T1196176,25767.107
T1196177,26870.69
T1196178,33893.902
T1196179,44687.664
T1196180,30476.709
T1196181,35549.215
T1196182,34769.22
T1196183,34745.676
T1196184,44475.863
T1196185,43500.562
T1196186,37057.555
T1196187,52393.99
T1196188,21006.162
T1196189,23154.557
T1196190,46087.105
T1196191,26828.709
T1196192,47658.01
T1196193,35365.09
T1196194,71086.6
T1196195,29912.584
T1196196,30678.484
T1196197,45615.676
T1196198,34718.453
T1196199,31060.168
T1196200,45761.56
T1196201,77624.41
T1196202,60235.51
T1196203,56172.26
T1196204,55338.88
T1196205,26734.95
T1196206,48267.324
T1196207,25979.793
T1196208,61532.566
T1196209,51132.168
T1196210,27336.807
T1196211,43510.73
T1196212,48668.81
T1196213,56231.066
T1196214,57914.72
T1196215,39936.02
T1196216,28353.541
T1196217,50676.53
T1196218,54774.15
T1196219,43881.9
T1196220,32238.848
T1196221,25613.781
T1196222,53550.06
T1196223,59380.58
T1196224,43799.246
T1196225,34835.652
T1196226,26035.223
T1196227,77489.42
T1196228,34653.848
T1196229,22826.672
T1196230,61551.367
T1196231,35086.87
T1196232,61570.168
T1196233,58571.406
T1196234,60545.043
T1196235,33071.363
T1196236,26651.832
T1196237,45785.09
T1196238,44282.22
T1196239,46983.742
T1196240,34028.32
T1196241,44073.22
T1196242,34339.09
T1196243,27949.137
T1196244,54791.47
T1196245,30007.191
T1196246,35592.598
T1196247,45725.758
T1196248,51736.04
T1196249,20913.062
T1196250,34768.918
T1196251,35129.664
T1196252,60088.598
T1196253,45869.793
T1196254,53888.68
T1196255,59497.715
T1196256,59055.637
T1196257,34745.273
T1196258,77069.29
T1196259,61513.76
T1196260,39952.8
T1196261,34675.117
T1196262,51058.93
T1196263,45583.914
T1196264,28994.041
T1196265,46097.707
T1196266,70983.04
T1196267,34768.812
T1196268,41671.035
T1196269,27015.012
T1196270,44253.453
T1196271,21981.877
T1196272,36907.035
T1196273,36331.95
T1196274,61294.035
T1196275,52364.93
T1196276,40892.496
T1196277,61626.324
T1196278,34745.367
T1196279,22745.906
T1196280,32702.617
T1196281,28614.479
T1196282,26986.643
T1196283,53546.46
T1196284,56664.844
T1196285,77929.695
T1196286,51954.137
T1196287,44562.16
T1196288,43824.457
T1196289,59943.02
T1196290,48162.605
T1196291,77714.36
T1196292,28050.418
T1196293,71381.6
T1196294,20694.283
T1196295,28606.182
T1196296,46109.01
T1196297,40392.844
T1196298,57006.082
T1196299,40174.547
T1196300,25770.623
T1196301,46031.688
T1196302,77364.945
T1196303,77718.39
T1196304,29965.135
T1196305,44765.69
T1196306,45261.24
T1196307,35268.555
T1196308,38924.258
T1196309,28606.506
T1196310,30181.873
T1196311,34908.914
T1196312,33707.863
